Type,Genus,Species,Fossil type,Dispersal unit,Isodiametric tetrad or anisodiametric tetrad,Aperture type,Amb shape (polar view shape),Exine ornamentation (surface),Tetrad diameter (D) (µm),Individual cell equatorial diameter (d) (µm),Individual cell polar axis (P) or Monad polar axis (P) (µm),Septum (septal exine) thickness (Se) (µm),Exine thickness (Ex) (µm),Tetrad diameter/Cell equatorial diameter (D/d),Cell P/E axis ratio (P/d),Ex/Se,Monad equatorial diameter (E),Monad P/E axis ratio (P/E),Cell big polar axis (µm),Equatorial shape,"Aperture length (2f for tetrad, L for monad) (µm)",Aperture width (W) (µm),2f/W or L/W,2f/D
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,62.57,NA,2.86,NA,NA,NA,60.54,1.03,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,61.79,NA,2.52,NA,NA,NA,62.71,0.99,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,61.89,NA,2.62,NA,NA,NA,59.49,1.04,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,63.62,NA,2.41,NA,NA,NA,65.37,0.97,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,66.27,NA,3.17,NA,NA,NA,65.48,1.01,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,64.98,NA,2.83,NA,NA,NA,65.06,1,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,72.17,NA,3.92,NA,NA,NA,70.71,1.02,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,75.19,NA,1.9,NA,NA,NA,69.14,1.09,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,89.49,NA,5.18,NA,NA,NA,89.83,1,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,92.58,NA,4.96,NA,NA,NA,91.54,1.01,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,79.39,NA,5.2,NA,NA,NA,80.14,0.99,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,85.17,NA,4.44,NA,NA,NA,88.28,0.96,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,76.45,NA,6.36,NA,NA,NA,75.83,1.01,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,88.16,NA,4.95,NA,NA,NA,87.31,1.01,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,87.68,NA,4.26,NA,NA,NA,89.19,0.98,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,86.43,NA,5.55,NA,NA,NA,86.85,1,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,84.15,NA,4.26,NA,NA,NA,82.36,1.02,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,92.72,NA,4.38,NA,NA,NA,92.62,1,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,97.22,NA,5.4,NA,NA,NA,94.97,1.02,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,90.46,NA,5.2,NA,NA,NA,92.28,0.98,NA,4,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,84,NA,4.15,NA,NA,NA,81.3,1.03,NA,6,NA,NA,NA,NA
Reference,Styphelia,Styphelia viridis,NA,1,NA,0,1,2,NA,NA,61.76,NA,3.29,NA,NA,NA,60.42,1.02,NA,6,NA,NA,NA,NA
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,38.05,31.9,19.05,NA,1.76,1.19,0.6,NA,NA,NA,NA,5,21.13,0.71,29.76,0.56
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,39.56,NA,NA,NA,2.49,NA,NA,NA,NA,NA,NA,5,21.14,0.71,29.77,0.53
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,42.48,33.08,18.51,NA,1.59,1.28,0.56,NA,NA,NA,NA,5,26.08,0.67,38.93,0.61
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,38.08,NA,NA,NA,1.79,NA,NA,NA,NA,NA,NA,5,24.3,0.81,30,0.64
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,36.84,28.4,17.62,NA,1.76,1.3,0.62,NA,NA,NA,NA,5,21.68,0.95,22.82,0.59
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,41.29,32.89,20.11,NA,1.27,1.26,0.61,NA,NA,NA,NA,5,25.76,1.02,25.25,0.62
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,43.1,34.7,21.78,NA,2.11,1.24,0.63,NA,NA,NA,NA,5,22.89,0.79,28.97,0.53
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,43.35,32.95,21.78,NA,1.59,1.32,0.66,NA,NA,NA,NA,5,30.83,1.14,27.04,0.71
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.46,32.67,21.52,1.16,1.76,1.24,0.66,1.52,NA,NA,NA,5,23.81,0.73,32.62,0.59
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,42.14,34.54,22.38,1.11,1.49,1.22,0.65,1.34,NA,NA,NA,5,25.4,0.7,36.29,0.6
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,42.44,33.37,20.79,1.57,1.75,1.27,0.62,1.11,NA,NA,NA,5,23.13,0.9,25.7,0.55
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.17,30.57,21.25,1.05,1.51,1.31,0.7,1.44,NA,NA,NA,5,23.46,0.7,33.51,0.58
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.08,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,5,23.78,0.79,30.1,0.59
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,41.73,30.35,20.06,1.32,1.63,1.37,0.66,1.23,NA,NA,NA,5,21.78,0.79,27.57,0.52
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,39.84,31.79,20.48,NA,2.19,1.25,0.64,NA,NA,NA,NA,5,18.24,0.54,33.78,0.46
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,45.76,33.95,22.9,1.17,1.83,1.35,0.67,1.56,NA,NA,NA,5,25.92,0.73,35.51,0.57
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,41.84,32.35,20.49,1.38,1.41,1.29,0.63,1.02,NA,NA,NA,5,21.59,0.79,27.33,0.52
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,39.05,31.83,19.94,0.94,1.84,1.23,0.63,1.96,NA,NA,NA,5,23.08,0.63,36.63,0.59
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,43.73,36.19,22.35,1.84,2.48,1.21,0.62,1.35,NA,NA,NA,5,23.29,0.79,29.48,0.53
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,45.05,32.81,21.22,1.19,1.78,1.37,0.65,1.5,NA,NA,NA,5,21.9,1.37,15.99,0.49
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,39.43,26.75,NA,NA,1.3,1.47,NA,NA,NA,NA,NA,5,23.6,1.27,18.58,0.6
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,45.95,34.43,21.43,1.38,1.59,1.33,0.62,1.15,NA,NA,NA,5,24.03,NA,NA,0.52
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,39.62,27.87,19.56,NA,1.35,1.42,0.7,NA,NA,NA,NA,5,19.38,0.95,20.4,0.49
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,38.78,28.38,19.41,NA,2.19,1.37,0.68,NA,NA,NA,NA,5,19.1,1.27,15.04,0.49
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,43.63,33.62,21.67,1.87,2.57,1.3,0.64,1.37,NA,NA,NA,5,27.08,0.79,34.28,0.62
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.57,31.11,21.44,1.24,1.54,1.3,0.69,1.24,NA,NA,NA,5,22.98,0.79,29.09,0.57
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,41.03,32.38,20.48,1.29,1.59,1.27,0.63,1.23,NA,NA,NA,5,24.44,1.14,21.44,0.6
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.48,32.67,20.57,NA,1.75,1.24,0.63,NA,NA,NA,NA,5,19.05,0.95,20.05,0.47
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,48.38,34.92,NA,NA,1.41,1.39,NA,NA,NA,NA,NA,5,25.32,1.43,17.71,0.52
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,40.73,31.41,20.21,1.03,1.9,1.3,0.64,1.84,NA,NA,NA,5,22.84,0.92,24.83,0.56
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,53.6,40.68,27.32,3.87,3.09,1.32,0.67,0.8,NA,NA,NA,5,28.75,1.14,25.22,0.54
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,50.36,39.59,25.98,3.1,3.48,1.27,0.66,1.12,NA,NA,NA,5,26.81,0.71,37.76,0.53
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,53.06,40.88,27.2,2.05,3.53,1.3,0.67,1.72,NA,NA,NA,5,29.97,1.27,23.6,0.56
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,53.61,39.19,29.53,2.27,3.06,1.37,0.75,1.35,NA,NA,NA,5,28.15,1.32,21.33,0.53
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,53.23,41.72,28.73,1.49,2.84,1.28,0.69,1.91,NA,NA,NA,5,27.26,0.9,30.29,0.51
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,51.58,33.24,25.84,1.98,2.3,1.55,0.78,1.16,NA,NA,NA,5,21.96,0.83,26.46,0.43
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,57.94,39.61,29.1,3.44,2.91,1.46,0.73,0.85,NA,NA,NA,5,37.97,1.33,28.55,0.66
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,6,52.28,40.79,26.43,3.22,2.95,1.28,0.65,0.92,NA,NA,NA,5,29.66,1.61,18.42,0.57
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,44.02,32.36,23.33,3.06,4.15,1.36,0.72,1.36,NA,NA,NA,5,21.94,0.92,23.85,0.5
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,52.35,39.75,28.76,2.65,4.34,1.32,0.72,1.64,NA,NA,NA,5,25.06,0.75,33.41,0.48
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,51.88,39.83,26.62,1.43,2.7,1.3,0.67,1.89,NA,NA,NA,5,29.46,0.86,34.26,0.57
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,0,56.62,40.38,27.43,2.01,3.22,1.4,0.68,1.6,NA,NA,NA,5,24.96,1.13,22.09,0.44
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,44.41,34.68,23.06,1.48,2.88,1.28,0.66,1.95,NA,NA,NA,5,20.32,0.91,22.33,0.46
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,43.31,34.71,21.82,2.82,3.91,1.25,0.63,1.39,NA,NA,NA,5,30.76,0.91,33.8,0.71
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,1,45.86,35.84,23.86,2.13,2.41,1.28,0.67,1.13,NA,NA,NA,5,23.35,2.54,9.19,0.51
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,0,51.78,38.96,25.37,2.3,3.24,1.33,0.65,1.41,NA,NA,NA,5,25.12,1.05,23.92,0.49
Reference,Trochocarpa,Trochocarpa laurina,NA,2,1,3,1,0,50.03,37.2,25.31,2.92,2.67,1.34,0.68,0.91,NA,NA,NA,5,27.89,1.2,23.24,0.56
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.76,31.22,22.27,NA,1.59,1.4,0.71,NA,NA,NA,NA,5,18.01,1.79,10.06,0.41
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,41.73,30.17,21.52,NA,1.37,1.38,0.71,NA,NA,NA,NA,5,17.37,1.97,8.82,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,40.84,31.24,19.22,NA,2.32,1.31,0.62,NA,NA,NA,NA,5,15.03,1.38,10.89,0.37
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,39.05,29.98,20.11,NA,1.81,1.3,0.67,NA,NA,NA,NA,5,17.48,1.65,10.59,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,44.59,30.97,22.05,NA,1.94,1.44,0.71,NA,NA,NA,NA,5,20.21,2.46,8.22,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,44.51,31.08,22.4,NA,1.84,1.43,0.72,NA,NA,NA,NA,5,21.84,0.95,22.99,0.49
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,39.41,29.51,19.3,NA,1.68,1.34,0.65,NA,NA,NA,NA,5,14.57,1.22,11.94,0.37
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,42.68,32.25,20.33,NA,1.49,1.32,0.63,NA,NA,NA,NA,5,19.33,2.17,8.91,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,42.62,30.97,20,NA,1.94,1.38,0.65,NA,NA,NA,NA,5,19.62,1.67,11.75,0.46
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,41.52,32.27,19.98,NA,1.76,1.29,0.62,NA,NA,NA,NA,5,17.95,1.08,16.62,0.43
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,46.13,32.7,22.63,NA,1.76,1.41,0.69,NA,NA,NA,NA,5,21.76,1.67,13.03,0.47
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,49.59,32.76,25.79,NA,2,1.51,0.79,NA,NA,NA,NA,5,20.06,2.86,7.01,0.4
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,40.32,30.19,20.59,NA,1.75,1.34,0.68,NA,NA,NA,NA,5,15.86,1.59,9.97,0.39
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,49.35,32.71,24.41,NA,1.84,1.51,0.75,NA,NA,NA,NA,5,20.98,2.81,7.47,0.43
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.59,31.33,22.98,NA,1.71,1.39,0.73,NA,NA,NA,NA,5,20.89,1.7,12.29,0.48
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,42.65,31.25,20.32,NA,1.97,1.36,0.65,NA,NA,NA,NA,5,21.14,2.4,8.81,0.5
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,48.56,33.37,23.46,NA,1.59,1.46,0.7,NA,NA,NA,NA,5,20.3,1.08,18.8,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,42.19,29.78,22.86,2.1,2.05,1.42,0.77,0.98,NA,NA,NA,5,23.16,0.98,23.63,0.55
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,41.41,31.46,22,1.81,1.43,1.32,0.7,0.79,NA,NA,NA,5,18.6,1.16,16.03,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,44.46,33.06,23.3,2.19,2.1,1.34,0.7,0.96,NA,NA,NA,5,18.48,1.56,11.85,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.06,32.14,22.59,1.97,1.97,1.34,0.7,1,NA,NA,NA,5,19.25,2.22,8.67,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,46.81,34.05,23.13,1.54,1.98,1.37,0.68,1.29,NA,NA,NA,5,16.7,1.59,10.5,0.36
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,44.83,34.95,24.17,2.14,2.21,1.28,0.69,1.03,NA,NA,NA,5,21.63,1.03,21,0.48
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,45.89,33.52,23.94,1.57,1.33,1.37,0.71,0.85,NA,NA,NA,5,20.03,1.08,18.55,0.44
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,47.19,34.1,22.92,2,2.19,1.38,0.67,1.1,NA,NA,NA,5,18.25,0.95,19.21,0.39
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.27,33.48,23.03,1.59,1.87,1.29,0.69,1.18,NA,NA,NA,5,18.57,0.73,25.44,0.43
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,47.95,36.24,25.54,1.75,1.84,1.32,0.7,1.05,NA,NA,NA,5,21.81,0.73,29.88,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,45.1,35.05,23.9,1.27,1.78,1.29,0.68,1.4,NA,NA,NA,5,18.73,1.11,16.87,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,47.81,34.95,25.24,2.11,1.62,1.37,0.72,0.77,NA,NA,NA,5,18.89,0.94,20.1,0.4
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,38.98,29.98,19.73,1.51,1.94,1.3,0.66,1.28,NA,NA,NA,5,20.1,0.79,25.44,0.52
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.3,34.57,23.65,1.56,1.76,1.25,0.68,1.13,NA,NA,NA,5,18.4,0.95,19.37,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,46.19,34.56,24.21,2.14,1.59,1.34,0.7,0.74,NA,NA,NA,5,20.63,0.95,21.72,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,41.19,32.6,23.19,2.44,2.22,1.26,0.71,0.91,NA,NA,NA,5,19.83,0.79,25.1,0.48
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,45.63,34.68,23.97,1.98,1.68,1.32,0.69,0.85,NA,NA,NA,5,16.19,1.59,10.18,0.35
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,53.78,39.06,25.67,2.08,1.83,1.38,0.66,0.88,NA,NA,NA,5,25.35,0.89,28.48,0.47
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,43.02,34.54,21.67,1.81,2.03,1.25,0.63,1.12,NA,NA,NA,5,19.22,0.86,22.35,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,45.59,30.11,23.21,NA,1.78,1.51,0.77,NA,NA,NA,NA,5,19.75,1.11,17.79,0.43
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,48.98,31.62,22.46,NA,2.22,1.55,0.71,NA,NA,NA,NA,5,16.22,0.95,17.07,0.33
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,58.24,37.48,28.79,NA,1.9,1.55,0.77,NA,NA,NA,NA,5,23.49,1.46,16.09,0.4
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,6,48.48,33.67,23.94,NA,1.48,1.44,0.71,NA,NA,NA,NA,5,20.37,1.11,18.35,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,57.75,42.46,28.64,3.25,5.32,1.36,0.67,1.64,NA,NA,NA,5,26.69,1.54,17.33,0.46
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,54.14,44.01,29.35,3.7,4.2,1.23,0.67,1.14,NA,NA,NA,5,29.46,0.94,31.34,0.54
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,59.69,47.45,31.25,2.02,3.52,1.26,0.66,1.74,NA,NA,NA,5,35.52,1.02,34.82,0.6
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,55.69,46.11,30.48,4.45,3.93,1.21,0.66,0.88,NA,NA,NA,5,25.27,0.95,26.6,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,51.51,38.92,26.6,2.23,3.21,1.32,0.68,1.44,NA,NA,NA,5,23.64,1.63,14.5,0.46
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,54.42,46.93,32.06,4.36,3.59,1.16,0.68,0.82,NA,NA,NA,5,22.47,1.04,21.61,0.41
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,54.68,46.54,37.21,4.63,5.2,1.17,0.8,1.12,NA,NA,NA,5,25.47,1.05,24.26,0.47
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,58.25,45.82,30.97,3.83,2.65,1.27,0.68,0.69,NA,NA,NA,5,28.99,1.03,28.15,0.5
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,55.89,44.87,30.25,3.86,5.09,1.25,0.67,1.32,NA,NA,NA,5,23.38,1.1,21.25,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,60.77,45.55,32.29,2.59,3.31,1.33,0.71,1.28,NA,NA,NA,5,34.33,1.18,29.09,0.56
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,54.77,44.73,28.68,2.57,3.11,1.22,0.64,1.21,NA,NA,NA,5,22.73,0.99,22.96,0.42
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,58.19,46.72,30.43,2.87,3.59,1.25,0.65,1.25,NA,NA,NA,5,25.61,0.76,33.7,0.44
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,59.19,46.61,31.08,4.44,3.78,1.27,0.67,0.85,NA,NA,NA,5,26.54,0.83,31.98,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,51.29,41.08,28.92,3.81,3.15,1.25,0.7,0.83,NA,NA,NA,5,24.95,1.13,22.08,0.49
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,54.59,40.18,27.59,4.49,4.2,1.36,0.69,0.94,NA,NA,NA,5,23.93,1.2,19.94,0.44
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,52.69,38.48,25.78,2.99,3.24,1.37,0.67,1.08,NA,NA,NA,5,20.37,0.83,24.54,0.39
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,4,53.36,39.72,27.14,4.47,2.65,1.34,0.68,0.59,NA,NA,NA,5,24.58,3.96,6.21,0.46
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,60.03,43.9,30.99,2.67,3.31,1.37,0.71,1.24,NA,NA,NA,5,21.79,0.97,22.46,0.36
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,53.94,40.99,27.65,3.87,6.25,1.32,0.67,1.61,NA,NA,NA,5,28.16,0.69,40.81,0.52
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,53.01,41.56,29,3.49,5.15,1.28,0.7,1.48,NA,NA,NA,5,24.18,1.07,22.6,0.46
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,0,58.71,44.46,30.66,4.59,3.05,1.32,0.69,0.66,NA,NA,NA,5,29.6,0.83,35.66,0.5
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,57.76,46.49,30.25,4.14,4.04,1.24,0.65,0.98,NA,NA,NA,5,23.89,0.97,24.63,0.41
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,52.11,40.57,26.23,4.34,3.51,1.28,0.65,0.81,NA,NA,NA,5,23.26,1.84,12.64,0.45
Reference,Woollsia,Woollsia pungens,NA,2,1,3,1,1,53.13,38.72,28.17,3.27,4.76,1.37,0.73,1.46,NA,NA,NA,5,22,1.12,19.64,0.41
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,19.32,14.62,10.69,1.36,2.42,1.32,0.73,1.78,NA,NA,NA,5,12.59,0.54,23.31,0.65
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,17.79,12.87,10.3,1.55,2.08,1.38,0.8,1.34,NA,NA,NA,5,NA,NA,NA,NA
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,16.38,14.27,9.79,0.93,1.82,1.15,0.69,1.96,NA,NA,NA,5,13.99,0.77,18.17,0.85
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,19.69,13.46,10.02,1.01,1.71,1.46,0.74,1.69,NA,NA,NA,5,13.43,0.71,18.92,0.68
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,16.93,13.24,9.1,0.75,1.18,1.28,0.69,1.57,NA,NA,NA,5,12.55,0.71,17.68,0.74
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,20.55,15.5,12.11,1.28,1.43,1.33,0.78,1.12,NA,NA,NA,5,17.81,0.74,24.07,0.87
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,15.54,14.07,9.77,1.07,1.7,1.1,0.69,1.59,NA,NA,NA,5,13.37,0.65,20.57,0.86
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,21.87,16.35,11.42,1.14,1.68,1.34,0.7,1.47,NA,NA,NA,5,12.34,0.76,16.24,0.56
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,15.2,13.06,8.16,1.05,1.93,1.16,0.62,1.84,NA,NA,NA,5,9.81,0.62,15.82,0.65
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,21.4,17.09,11.74,1.9,2.13,1.25,0.69,1.12,NA,NA,NA,5,NA,NA,NA,NA
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,17.84,12.78,9.22,1.27,1.38,1.4,0.72,1.09,NA,NA,NA,5,11.55,0.57,20.26,0.65
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,20.14,14.67,10.91,1.13,2.13,1.37,0.74,1.88,NA,NA,NA,5,NA,0.65,NA,NA
BW 75-76 (cm),NA,NA,Type 1,2,1,3,3,0,17.76,12.19,8.88,1.15,1.15,1.46,0.73,1,NA,NA,NA,5,12.49,0.78,16.01,0.7
BW 80-81 (cm),NA,NA,Type 1,2,1,3,3,0,18.81,14.39,9.63,1.43,2.31,1.31,0.67,1.62,NA,NA,NA,5,8.89,0.7,12.7,0.47
BW 80-81 (cm),NA,NA,Type 1,2,1,3,3,0,20.35,13.72,11.54,0.8,1.31,1.48,0.84,1.64,NA,NA,NA,5,10.83,0.74,14.64,0.53
BW 80-81 (cm),NA,NA,Type 1,2,1,3,3,0,18.13,14.8,9.88,1.15,1.77,1.23,0.67,1.54,NA,NA,NA,5,10.69,0.65,16.45,0.59
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.13,14.16,8.83,0.98,2.06,1.28,0.62,2.1,NA,NA,NA,5,11.98,0.87,13.77,0.66
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.47,15.19,11.03,1.65,1.72,1.28,0.73,1.04,NA,NA,NA,5,12.8,0.81,15.8,0.66
